Unnamed: 0,Restaurant address,Challenge name,Location name,latitude,longitude
970,"Address: 31 N Main St, Rockford, MI 49341",The Corner Bar’s 12 Hot Dog Hall Of Fame Challenge,Where: The Corner Bar,43.124546,-85.559565
971,"Address: 23838 Joy Rd, Redford, MI 48239",Pho Lucky’s Big Bowl Pho Challenge (Redford),Where: Pho Lucky (Redford),42.35706,-83.27371
972,"Address: 247 S Telegraph Rd, Pontiac, MI 48341",Bronx Deli’s “Marc’s Meatier Mountain” Sandwich Challenge,Where: Bronx Deli (Pontiac),42.627643,-83.298676
973,"Address: 247 S Telegraph Rd, Pontiac, MI 48341",Bronx Deli’s “Marc’s Meaty Mountain” Sandwich Challenge,Where: Bronx Deli (Pontiac),42.627643,-83.298676
974,"Address: 4502 N Huron Rd, Pinconning, MI 48650",Sporty’s Suicide Sauce Wing Challenge,Where: Sporty's Wing Shack & Smoke House,43.868120000000005,-83.96563
975,"Address: 420 S Wolf Lake Rd, Muskegon, MI 49442",Wolfie’s Junkyard Pizza Challenge,Where: Wolfies Pizza & Subs,43.235367,-86.171666
976,"Address: 2280 E Apple Ave, Muskegon, MI 49442",Papa Bear’s Grizzly Challenge,Where: Papa Bear's Restaurant,43.235367,-86.171666
977,"Address: 302 N Mission St, Mount Pleasant, MI 48858",The Pixie Wall of Fame Challenge (Coneys),Where: Pixie Restaurant,43.60658,-84.76748
978,"Address: 302 N Mission St, Mount Pleasant, MI 48858",The Pixie Wall of Fame Challenge (Bitty Burgers),Where: Pixie Restaurant,43.60658,-84.76748
979,"Address: 1700 W High St, Mount Pleasant, MI 48858",Cheer’s Big Kahuna Burger Challenge,Where: Cheer's Neighborhood Bar,43.597078,-84.789241
980,"Address: 111 E Michigan St, Mount Pleasant, MI 48858",Dog Central’s DC Hot Dogs Challenge,Where: Dog Central,43.606291,-84.79214300000001
981,"Address: 221 E Parkdale Ave, Manistee, MI 49660",Big Al’s 4lb Mondo Calzone Challenge,Where: Big Al's Pizza & Subs,44.234327,-86.231175
982,"Address: 1401 Daniel Rd, Jackson, MI 49202",The Dare To Be Great Ice Cream Challenge,Where: The Parlour Of Jackson,42.265233,-84.413262
983,"Address: 4243 Oaklane Rd, Jackson, MI 49203",Gene Davis’s Double Kahuna Burger Challenge,Where: Gene Davis & Sons Steaks Eatery,42.23168,-84.45624000000001
984,"Address: 4243 Oaklane Rd, Jackson, MI 49203",Gene Davis’s Big Kahuna Burger Challenge,Where: Gene Davis & Sons Steaks Eatery,42.23168,-84.45624000000001
985,"Address: 4243 Oaklane Rd, Jackson, MI 49203",Gene Davis & Son’s Monster Sirloin Steak Challenge,Where: Gene Davis & Sons Steaks Eatery,42.23168,-84.45624000000001
986,"Address: 3192 Commerce Ln, Ionia, MI 48846",El Mariachi’s Hay Caramba Burrito Challenge,Where: El Mariachi Mexican Grill,42.94188,-85.07637
987,"Address: 565 S Main St, Frankenmuth, MI 48734",T. Dub’s Beast Breakfast Calzone Challenge,Where: T. Dub's Restaurant,43.350231,-83.743055
988,"Address: 305 N Beacon Blvd, Grand Haven, MI 49417",Arturo’s Super Burrito Challenge,Where: Arturo's Tacos,43.06405,-86.22084
989,"Address: 251 S Bridge St, Dimondale, MI 48821",Village Ice Cream’s Mighty Fitz Sundae Challenge,Where: Village Ice Cream & Café,42.645425,-84.646433
990,"Address: 1200 Packard St, Ann Arbor, MI 48104",The Toarminas 24″ Pizza Challenge,Where: Toarmina's Pizza (Ann Arbor),42.26574,-83.73539
991,"Address: 4127 15 Mile Rd, Sterling Heights, MI 48310",Pancho Villa’s Super Burrito Challenge,Where: Pancho Villa's Mexican Restaurant,42.55092,-83.06773000000001
992,"Address: 4171 S Canton Center Rd, Canton, MI 48188",Famous Hamburger’s Wall Of Fame Burger Challenge (Canton),Where: Famous Hamburger Café & Grill (Canton),42.27489,-83.48477
993,"Address: 22207 Michigan Ave, Dearborn, MI 48124",Famous Hamburger’s Wall Of Fame Burger Challenge (Dearborn),Where: Famous Hamburger Café & Grill (West Dearborn),42.30632,-83.24511
994,"Address: 6008 Beard Rd, Clyde, MI 48049",The Dorsey Double XL Pizza Challenge,Where: The Dorsey House Restaurant & Lounge,43.05276,-82.5768
995,"Address: 1252 E Caro Rd, Caro, MI 48723",Murdog’s Top Dog Burger Challenge,Where: Murdogs Diner,43.48923,-83.380404
996,"Address: 915 E Emmett St, Battle Creek, MI 49014",McGonigle’s 3lb Burger Challenge,Where: McGonigle's Pub & Grill (Battle Creek),42.307995,-85.121775
997,"Address: 401 E Liberty St, Ann Arbor, MI 48104",Tios’ 5lb Mount Nacheesmo Challenge,Where: Tios Mexican Restaurant,42.264206,-83.720638
998,"Address: 1071 32nd St, Allegan, MI 49010",The Grill House’s Lumberjack 42oz Steak Challenge,Where: The Grill House Restaurant,42.49776,-85.85764
999,"Address: 105 County Saint Aid Hwy 16, Beardsley, MN 56211",The Big G Pub & Grub Double Cheeseburger Challenge,Where: Big G's Pub & Grub,45.577851,-96.69790400000001
1000,"Address: 1428 Nicollet Ave, Minneapolis, MN 55403",The Nicollet Diner’s Barbarian Breakfast Food Challenge,Where: The Nicollet Diner,44.96783,-93.27806
1001,"Address: 6325 Minnetonka Blvd, St Louis Park, MN 55416",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (St Louis Park),Where: Parkway Pizza (St Louis Park),44.94937,-93.3603
1002,"Address: 2851 Johnson St NE, Minneapolis, MN 55418",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (Northeast),Where: Parkway Pizza (Northeast),45.020503000000005,-93.240279
1003,"Address: 4359 Minnehaha Ave, Minneapolis, MN 55406",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (Longfellow),Where: Parkway Pizza (Longfellow),44.92352,-93.2165
1004,"Address: 454 Snelling Ave S, St Paul, MN 55105",Nelson’s “Lumberjack” Ice Cream Sundae Challenge (St Paul),Where: Nelson's Ice Cream (St Paul),44.92778,-93.16660999999999
1005,"Address: 920 Olive St W, Stillwater, MN 55082",Nelson’s “Lumberjack” Ice Cream Sundae Challenge (Stillwater),Where: Nelson's Ice Cream (Stillwater),45.0535,-92.81882
1006,"Address: 728 Broadway St NE, Minneapolis, MN 55413",Uncle Franky’s AYCE 8 Hot Dog Challenge,Where: Uncle Franky's ,44.998509999999996,-93.25140999999999
1007,"Address: 119 3rd St NW, Bemidji, MN 56601",Hard Times Bar’s Cuban Sandwich Challenge,Where: Hard Times Bar,47.47083,-94.88076
1008,"Address: 209 Broadway Ave, Elizabeth, MN 56533",Silver Dollar Saloon’s 74oz Sirloin Steak Challenge,Where: Silver Dollar Saloon,46.37945,-96.12557
1009,"Address: 125 S 3rd St, St Peter, MN 56082",Patrick’s “Chuck Norris” Tuesday Trivia Night Burger Challenge,Where: Patrick's on 3rd,44.356879,-94.03201
1010,"Address: 20751 Holyoke Ave, Lakeville, MN 55044",B-52’s Mother Of All Burgers Challenge (Lakeville),Where: B-52 Burgers & Brew (Lakeville),44.649029999999996,-93.24306999999999
1011,"Address: 492 Hamline Ave S, St Paul, MN 55116",The Nook’s Hot Damn Wing Challenge,Where: The Nook,44.926790000000004,-93.15643
1012,"Address: 12110 State Highway 210
Brainerd, Minnesota",Hassies Saloon & Eatery Burger Challenge,Where: Hassies Saloon & Eatery,46.38394,-94.14520999999999
1013,"Address: 6405 Bemidji Ave NW
Bemidji, Minnesota",C.K. Dudley’s Burning Wings of Fire,Where: C.K. Dudley's,47.53097,-94.87505
1014,"Address: 120 Bunyan Trails Rd
Nevis, Minnesota",Iron Horse Bar & Grill Burning Wings of Fire,Where: Iron Horse Bar & Grill,46.9639,-94.84186
1015,"Address: 120 Bunyan Trails Rd
Nevis, Minnesota",Iron Horse Bar & Grill 218 Burger,Where: Iron Horse Bar & Grill,46.9639,-94.84186
1016,"Address: 212 Division St S, Northfield, MN 55057",Tavern Restaurant’s “Showdown” Burger Challenge,Where: Tavern Restaurant & Lounge,44.45794,-93.15955
1017,"Address: 1918 2nd Ave, Anoka, MN 55303",Two Scoops’ Tornado Ice Cream Sundae Challenge,Where: Two Scoops Ice Cream Shoppe,45.19748,-93.38902
1018,"Address: 35 Coon Rapids Blvd NW, Coon Rapids, MN 55448",The Well Sports Tavern & Grill Food Challenge,Where: The Well Sports Tavern & Grill,45.133756,-93.26778900000001
1019,"Address: 14808 Oakhill Rd, Scandia, MN 55073",Meisters’ Two Pounder Burger Challenge,Where: Meister's Bar & Grill,45.25182,-92.80301
1020,"Address: 2010 County Rd 75 E, St Joseph, MN 56374",American Burger Bar’s “Jesse James” Burger Challenge (St Joseph),Where: American Burger Bar (St Joseph),45.56395,-94.28973
1021,"Address: 354 N Wabasha St, St Paul, MN 55102",American Burger Bar’s “Jesse James” Burger Challenge (St Paul),Where: American Burger Bar (St Paul),44.943362,-93.092294
1022,"Address: 394 University Ave W, St Paul, MN 55103",The “Holy Crepe” SOTA Challenge,Where: Sota Hot & Cold,44.95551,-93.11661
1023,"Address: 21 Center Ave N, Madelia, MN 56062",Fox’s Pizza Den’s “Mega Fox” Pizza Challenge (Madelia),Where: Fox's Pizza Den (Madelia),44.045025,-94.416527
1024,"Address: 3191 County Rd 77, Tower, MN 55790",The Vermillion Club’s 24″ Bamboozeler Pizza Challenge,Where: The Vermillion Club (Poor Gary's Pizza),47.857659999999996,-92.421
1025,"Address: 9087 Myrtle Lake Rd, Orr, MN 55771",The Myrtle Lake Monster Burger Challenge,Where: Myrtle Lake Resort,48.077529999999996,-92.66693000000001
1026,"Address: 119 S Olive St, Waconia, MN 55387",Hoppers’ Belt Buster Burger Challenge,Where: Hoppers Bar & Grill,44.84897,-93.7874
1027,"Address: 209 County Rd 81, Osseo, MN 55369",Lynde’s Pancake Stack Challenge,Where: Lynde's Restaurant,45.136646,-93.45249100000001
1028,"Address: 400 Minnesota Ave W, Walker, MN 56484",Benson’s Emporium’s Leech Burger Challenge,Where: Benson's Emporium,47.10212,-94.58094
1029,"Address: 9571 MN-9, Barnesville, MN 56514",Mainline Bar’s Iron Horse Burger Challenge,Where: The Mainline Bar & Grill,46.75377,-96.48453
1030,"Address: 19034 US-169, Milaca, MN 56353",Rough Cut Grill’s Full Cord Burger Challenge,Where: Rough Cut Grill & Bar,45.767179999999996,-93.64335
1031,"Address: 504 19th Ave N, Princeton, MN 55371",Merlin’s Restaurant’s Big Stack Pancake Challenge,Where: Merlin's Family Restaurant,45.57592,-93.60159
1032,"Address: 905 Hwy 25 S, Buffalo, MN 55313",Bunkers of Course’s Volcano Burger Challenge,Where: Bunkers of Course,45.160152000000004,-93.868175
1033,"Address: 100 E Burlingame St, Ghent, MN 56239",KB’s Bar & Grill’s Burger Challenge,Where: KB's Bar & Grill,44.506845,-95.90997
1034,"Address: 1633 MN-61, Two Harbors, MN 55616",Betty’s Pies’ “Pig Trough” Dessert Challenge,Where: Betty's Pies,47.048120000000004,-91.63190999999999
1035,"Address: 11740 County Hwy 5, Lake Park, MN 56554",The Tri Lakes Roadhouse 24oz Burger Challenge,Where: Tri Lakes Roadhouse Bar & Grill,46.74134,-96.09142
1036,"Address: 2400 Cliff Rd E, Burnsville, MN 55337",Racks Sports Bar & Grill’s 3lb Steak Challenge,Where: Racks Sports Bar & Grill,44.790890000000005,-93.24109
1037,"Address: 5655 Manitou Rd, Tonka Bay, MN 55331",Joey Nova’s New York Team Pizza Challenge,Where: Joey Nova's Restaurant,44.90126,-93.58847
1038,"Address: 5655 Manitou Rd, Tonka Bay, MN 55331",Joey Nova’s New York Solo Pizza Challenge,Where: Joey Nova's Restaurant,44.90126,-93.58847
1039,"Address: 6563 Laketowne Place, Albertville, MN 55301",Andy’s 30″ Monstrosity Team Pizza Challenge,Where: Andy's Hometowne Pizza,45.24627,-93.66186
1040,"Address: 814 W Main St, Marshall, MN 56258",Toni’s Depot’s Colossus Burger Challenge,Where: Toni's Depot Restaurant,44.45348,-95.79711999999999
1041,"Address: 2937 Lyndale Ave S, Minneapolis, MN 55408",The Lyndale Taphouse’s Pit Beast Burger Challenge,Where: The Lyndale Taphouse,44.94911,-93.28766999999999
1042,"Address: 131 Main St S, Stillwater, MN 55082",Leo’s Double Jumbo Burger Challenge,Where: Leo's Grill & Malt Shop,45.05604,-92.80542
1043,"Address: 2202 Mountain Shadow Dr, Duluth, MN 55811",Bridgeman’s La La Palooza Challenge,Where: Bridgeman's Restaurant & Ice Cream,46.80554,-92.16525
1044,"Address: 1220 N Union Ave, Fergus Falls, MN 56537",Dairyland’s Deckert Burger Challenge,Where: Dairyland Drive-In,46.29583,-96.0773
1045,"Address: 107 Main St, Chokio, MN 56221",Spaulding’s Spike Burger Challenge,Where: Spaulding's Sports Bar & Grill,45.57647,-96.1741
1046,"Address: 1220 Rice St, St Paul, MN 55117
",Tin Cups’ Lucifer Burger Challenge,Where: Tin Cup's Bar & Grill,44.97809,-93.1057
1047,"Address: 492 Hamline Ave S, St Paul, MN 55116",The Double Nookie Supreme Burger Challenge,Where: Casper & Runyon's Nook,44.926790000000004,-93.15643
1048,"Address: 704 University Ave W, St Paul, MN 55104",Saigon Restaurant’s Pho Challenge,Where: Saigon Restaurant,44.95538,-93.13
1049,"Address: 14533 Dodd Blvd, Rosemount, MN 55068",Tops Tavern’s 45″ Philly Cheesesteak Sandwich Challenge,Where: Tops Tavern,44.738440000000004,-93.13768
1050,"Address: 2300 University Ave NE, Minneapolis, MN 55418",Gasthof Zur Gemutlichkeit’s Meterbratwurst Challenge,Where: Gasthof Zur Gemutlichkeit,45.01143,-93.26352
1051,"Address: 1619 County Rd 42 W, Burnsville, MN 55306",The Meat Your Maker Burger Challenge (Burnsville),Where: Burger Jones (Burnsville),44.74638,-93.30048000000001
1052,"Address: 3200 W Lake St, Minneapolis, MN 55416",The Meat Your Maker Burger Challenge (Uptown),Where: Burger Jones (Uptown),44.948809999999995,-93.31981
1053,"Address: 20790 Keokuk Ave S, Lakeville, MN 55044",Harry’s B-1 Bomber Burger Challenge,Where: Harry's Café,44.647870000000005,-93.29732
1054,"Address: 20790 Keokuk Ave S, Lakeville, MN 55044",Harry’s B-52 Burger Challenge,Where: Harry's Café,44.647870000000005,-93.29732
1055,"Address: 5639 Bishop Ave, Inver Grove Heights, MN 55076",B-52’s Mother Of All Burgers Challenge (Inver Grove Heights),Where: B-52 Burgers & Brew (Inver Grove Heights),44.86728,-93.05814000000001
1056,"Address: 2828 Piedmont Ave, Duluth, MN 55811",Big Daddy’s Belly Buster Burger Challenge,Where: Big Daddy's Burgers,46.78322,-92.16078
1057,"Address: 4800 Central Ave NE, Columbia Heights, MN 55421",The Ultimate Mega Flameburger Challenge,Where: Flameburger Diner,45.05516,-93.24606999999999
1058,"Address: 21614 County Rd 8, Cold Spring, MN 56320",Eddie’s 8.5lb “Wilber’s Revenge” Sandwich Challenge,Where: Eddie's On Grand Bar & Grill,45.43899999999999,-94.4249
1059,"Address: 2290 Hwy 51 S, Hernando, MS 38632",Velvet Cream – The Dip’s Gallon of Ice Cream Challenge,Where: Velvet Cream - The Dip,34.82629,-89.99399
1060,"Address: 2353 Hwy 51 S, Hernando, MS 38632",Uncle Bubba’s Big 7lb BBQ Smokehouse Challenge,Where: Uncle Bubba's Barbecue & Smokehouse,34.82574,-89.9943
1061,"Address: 2906 N State St, Jackson, MS 39216",Rooster’s “Stupid” Burger Challenge,Where: Rooster's (Fondren Corner),32.33478,-90.1761
1062,"Address: Southaven, Mississippi (and surrounding tri-state area)",Betcha Come Back’s “Smoky Joe” BBQ Nachos Challenge,Where: Betcha Come Back Catering and BBQ,39.390896999999995,-99.066067
1063,"Address: 1321 Hwy 8, Cleveland, MS 38732",Uncle Jo’s 3lb Burger Challenge,Where: Uncle Jo's Restaurant,33.748059999999995,-90.7442
1064,"Address: 5960 Getwell Rd, Southaven, MS 38672",10th Inning Bar and Grill’s “Show-Stopper” Burger Challenge,Where: 10th Inning Bar & Grill,34.94728,-89.93496
1065,"Address: 708 Washington Ave, Ocean Springs, MS 39564",Shrimp Factory’s 36-inch Shrimp Po’Boy Sandwich Challenge,Where: The Shrimp Factory,30.41317,-88.82755
1066,"Address: 264 Dogwood Blvd, Flowood, MS 39232",Simple Burger’s “Not So Simple” Burger Challenge,Where: Simple Burger,32.33748,-90.06294
1067,"Address: 777 Isle of Capri Pkwy, Lula, MS 38644, USA",Otis & Henry’s “Dinner Warriors” Steak Challenge,Where: Otis & Henry's Bar and Grill,26.221859999999996,-80.14801
1068,"Address: 2290 Hwy 51 S, Hernando, MS 38632",Velvet Cream’s “Big Dipper” Milkshake Challenge,Where: Velvet Cream - The Dip,34.82629,-89.99399
1069,"Address: 2379 MS-178 West, Holly Springs, MS 38635",Marshall Steakhouse’s 72oz Steak Challenge,Where: Marshall Steakhouse,34.809,-89.51219
1070,"Address: 1530 W Government St, Brandon, MS 39042",Taste of Detroit Double Triple Burger Challenge,Where: Taste of Detroit,32.283825,-90.014576
1071,"Address: 1625 Culkin Rd, Vicksburg, MS 39183",T’Beaux’s Blues Le Roux’s Swamp Monster Burger Challenge,Where: T'Beaux's Blues Le Roux,32.3688,-90.81726
1072,"Address: 6717 Airways Blvd, Southaven, MS 38671",Maria’s Cantina’s “Double Dog Dare You Burger” Challenge,Where: Maria's Cantina,34.959140000000005,-89.99074
1073,"Address: 6717 Airways Blvd, Southaven, MS 38671",Maria’s Cantina’s Ocho-Cinco 5lb Burrito Challenge,Where: Maria's Cantina,34.959140000000005,-89.99074
1074,"Address: 1060 E County Line Rd, Ste #22, Ridgeland, MS 39157",Burgers & Blues’ Whammy Burger Challenge,Where: Burgers & Blues,32.423009,-90.146052
1075,"Address: 650 Park Plaza Dr, New Albany, MS 38652",El Agave’s Big Daddy Burrito Challenge,Where: El Agave Mexican Grill,34.48816,-89.02759
1076,"Address: 101 N Douglas Conner Dr, Starkville, MS 39759",The Mugshots Burger Challenge (Starkville),Where: Mugshots Grill & Bar (Starkville),33.46895,-88.83034
1077,"Address: 5005 Hwy 493, Meridian, MS 39305",The Mugshots Burger Challenge (Meridian),Where: Mugshots Grill & Bar (Meridian),32.41142,-88.70033000000001
1078,"Address: 204 N 40th Ave, Hattiesburg, MS 39401",The Mugshots Burger Challenge (Hattiesburg),Where: Mugshots Grill & Bar (Hattiesburg),31.257368,-89.27971
1079,"Address: 4245 Lakeland Dr, Flowood, MS 39232",The Mugshots Burger Challenge (Flowood),Where: Mugshots Grill & Bar (Flowood),32.33787,-90.09129
1080,"Address: 130 Main St, Biloxi, MS 39530",The Mugshots Burger Challenge (Biloxi),Where: Mugshots Grill & Bar (Biloxi),30.394579999999998,-88.8853
1081,"Address: 2202 S Rangeline Rd B, Joplin, MO 64804",MacCheesy’s 8lb Deluxe Macaroni and Cheese Challenge,Where: MacCheesy Deluxe Mac & Cheese,37.06619,-94.47855
1082,"Address: 1454 E Sunshine St, Ste #112, Springfield, MO 65804",The Big Slice’s 21-inch NY Style “Beast Mode” Pizza Challenge,Where: The Big Slice NY Style Pizzaria,37.15592,-93.25295899999999
1083,"Address: RR 1 Box 503A, Marble Hill, MO 63764",Highway 51’s “Big Daddy Express” Triple Burger Challenge,Where: Highway 51 Express,37.311326,-89.960081
1084,"Address: 1321 Preacher Roe Blvd, West Plains, MO 65775",The Ranch House’s Nachos Challenge,Where: The Ranch House Bar & Grill,36.713359999999994,-91.87541
1085,"Address: 1321 Preacher Roe Blvd, West Plains, MO 65775",The Ranch House’s Famous “Big D” Burger Challenge,Where: The Ranch House Bar & Grill,36.713359999999994,-91.87541
1086,"Address: 429 Illinois Ave, St Joseph, MO 64504",Hoof and Horn Steak House’s 80oz Prime Rib Challenge,Where: Hoof and Horn Steak House,39.71606,-94.86841
1087,"Address: 4251 Keaton Crossing Blvd, O'Fallon, MO 63368",Brewskeez’ Champion Chicken Wing King Challenge,Where: Brewskeez Smokehouse & Music,38.72553,-90.69932
1088,"Address: 119 S Main St, Palmyra, MO 63461",Rebel Pig’s Ultimate BBQ Horseshoe Explosion Challenge,Where: The Rebel Pig Smokehouse & Grill,39.787471000000004,-91.56973599999999
1089,"Address: 950 S Hwy Dr, Fenton, MO 63026",Hotshots’ “Grand Slam” Eating Challenge (Fenton),Where: Hotshots Sports Bar & Grill (Fenton),38.54159,-90.46179000000001
1090,"Address: 1117 S Maguire St, Warrensburg, MO 64093",Tony’s Market & Italian Deli’s Super Sandwich Challenge,Where: Tony’s Market & Italian Deli,38.74592,-93.73504
1091,"Address: 433 E Russell Ave, Warrensburg, MO 64093",Raging Bull Steakhouse’s “Big Ron” Burger Challenge,Where: Raging Bull Steakhouse,38.77357,-93.73132
1092,"Address: 102 Crown Hill Rd, Excelsior Springs, MO 64024",Garage Burgers and Bar’s Challenger Burger,Where: Garage Burgers and Bar,39.33863,-94.24959
1093,"Address: 1129 Imperial Main, Imperial, MO 63052",Ruma’s Deli’s Prosperity Food Challenge,Where: Ruma's Deli,38.37011,-90.38117
1094,"Address: 1129 Imperial Main, Imperial, MO 63052",Ruma’s Deli’s Gerber Food Challenge,Where: Ruma's Deli,38.37011,-90.38117
1095,"Address: 307 S Jefferson Ave, Springfield, MO 65806",Vito’s Kitchen’s 26″ “Big Vito” Team Pizza Challenge,Where: Vito's Kitchen,37.20787,-93.29046
1096,"Address: 5123 Lake Avenue St, Joseph, MO 64504",Simple Simon’s 29″ Beast Team Pizza Challenge (St Joseph),Where: Simple Simons Pizza (St Joseph),39.72187,-94.86304
1097,"Address: 1710 E 32nd St, Joplin, MO 64804",Simple Simon’s 29″ Beast Team Pizza Challenge (Joplin),Where: Simple Simons Pizza (Joplin),37.031806,-94.51056899999999
1098,"Address: 107 W Parksquare, Mansfield, MO 65704",Sweet Nellie’s “Opera” Ice Cream Sundae Challenge,Where: Sweet Nellie's Ice Cream Parlor,37.147575,-92.59180400000001
1099,"Address: 5815 US-61, Ste B, Jackson, MO 63755",TJ’s 27″ “MegaBeast” Team Pizza Challenge,"Where: TJ’s Burgers, Wings, & Pizza",37.38261,-89.66643
1100,"Address: 3929 E 7th St, Joplin, MO 64801",Gusano’s 30″ “Big G” Team Pizza Challenge (Joplin),Where: Gusano's Pizzeria (Joplin),37.101405,-94.49669499999999
1101,"Address: 123 South 3rd Street, Louisiana, MO 63353",Fat Boys’ “Farm House” Burger Challenge,Where: Fat Boys Restaurant,39.422076000000004,-91.088787
1102,"Address: 1221 W 7th St, Joplin, MO 64801",El Taco Loco’s “Burrito Loco” Challenge,Where: El Taco Loco LLC,37.085011,-94.564798
1103,"Address: 558 E Harrison St, Republic, MO 65738",Beefcakes’ “Take the Bull by the Horns” Burger Challenge,Where: Beefcakes (Republic),37.129841,-93.486304
1104,"Address: 605 S 2nd St, De Soto, MO 63020",Dog House’s “Big Gibby” Donut Burger Challenge,Where: Dog House,38.13412,-90.55655
1105,"Address: 211 E Bourke St, Macon, MO 63552",The Smoke House’s Peacemaker Sandwich Challenge,Where: The Smoke House,39.753381,-92.452688
1106,"Address: 1901 S Main St, Joplin, MO 64804",Norma’s Diner’s 15-Egg Omelette Challenge,Where: Norma's Diner,37.07033,-94.51373000000001
1107,"Address: 1931 W Main St, Jefferson City, MO 65109",West Main Pizza’s 26″ Pizza Challenge,Where: West Main Pizza,38.589890000000004,-92.20146
1108,"Address: 12912 7th St, Grandview, MO 64030",The Corner Mexican Food’s Family Burrito Challenge,Where: The Corner Mexican Food,38.89026,-94.53748
1109,"Address: 4881 Mexico Rd, St Peters, MO 63376",Mascots’ 5lb Hot Dogs Challenge,Where: Mascots Bar & Grill,38.7923,-90.58661
1110,"Address: 17352 Manchester Rd, Wildwood, MO 63038",Big Chief Roadhouse’s Big Horn Barbecue Challenge,Where: Big Chief Roadhouse,38.58041,-90.66054
1111,"Address: 208 W McDaniel St, Springfield, MO 65806",Slider’s Hamburgers’ 24 Slider Challenge,Where: Slider's Hamburgers,37.207983,-93.296856
1112,"Address: 221 Evergreen Pkwy, Lebanon, MO 65536",T’s Redneck Pork Chop Challenge,Where: T's Redneck Steakhouse,37.66369,-92.65331
1113,"Address: 919 Jefferson St, Washington, MO 63090",The Big Boys’ Poorboy Sandwich Challenge,Where: Big Boys Grilled Subs & Wings,38.55121,-91.01477
1114,"Address: 2146 Stony Hill Rd, Owensville, MO 65066",Purdy’s Stony Hill Hall’s Purdy Monster Burger Challenge,Where: Purdy's Stony Hill Hall,38.54164,-91.37273
1115,"Address: 810 N Hwy 71, Anderson, MO 64831",The Sooper Dooper Cooper Breakfast Challenge,Where: Cooper's Café,36.664965,-94.442484
1116,"Address: 810 N Hwy 71, Anderson, MO 64831",Cooper’s Flamin Ring Of Fire Burger Challenge,Where: Cooper's Café,36.664965,-94.442484
1117,"Address: 1027 Geyer Ave, St Louis, MO 63104",The Great Grizzly Bear’s Pic-A-Nick Basket Challenge,Where: Great Grizzly Bear Restaurant,38.609190000000005,-90.20674
1118,"Address: 1027 Geyer Ave, St Louis, MO 63104",The Great Grizzly Bear’s Grizzly Paw Burger Challenge,Where: Great Grizzly Bear Restaurant,38.609190000000005,-90.20674
1119,"Address: 101 N Lincoln Dr, Troy, MO 63379",Chihuahua’s Party Platter Challenge,Where: Chihuahua's Mexican Restaurant,38.98363,-90.97008000000001
1120,"Address: 2132 Edwards St, St. Louis, MO 63110",Mama’s On The Hill’s Hill Of Spaghetti Challenge,Where: Mama's On The Hill,38.61493,-90.27504
1121,"Address: 1401 St Louis Ave, St. Louis, MO 63106",The Crown Candy Milkshake Challenge,Where: Crown Candy Kitchen,38.65144,-90.19811999999999
1122,"Address: 2767 W Republic Rd, Springfield, MO 65807",Dublin’s Pass Dublin Dare 2.0 Burger Challenge (Southside),Where: Dublin's Pass (Southside Springfield),37.16548,-93.318887
1123,"Address: 317 Park Central E, Springfield, MO 65806",Dublin’s Pass Dublin Dare 2.0 Burger Challenge (Downtown),Where: Dublin's Pass (Downtown Springfield),37.2091,-93.29071
1124,"Address: 1644 US Hwy 60 E, Republic, MO 65738",Bair’s Ultimate Mac Daddy Burger Challenge (Republic),Where: Bair's Sports Grill (Republic),37.13455,-93.45335
1125,"Address: 3821 S Campbell Ave, Springfield, MO 65807",Bair’s Ultimate Mac Daddy Burger Challenge (South),Where: Bair's Sports Grill (South),37.14477,-93.29635999999999
1126,"Address: 631 S Kimbrough Ave, Springfield, MO 65806",Bair’s Ultimate Mac Daddy Burger Challenge (Downtown),Where: Bair's Sports Grill (Downtown),37.205771999999996,-93.298744
1127,"Address: 705 SE Melody Ln, Lee's Summit, MO 64063",Fiesta Azteca’s 6lb El Azteca Burrito Challenge,Where: Fiesta Azteca Mexican Restaurant,38.910096,-94.362057
1128,"Address: 207 Depot St, Marthasville, MO 63357",The 30″ Big Philly Pizza Challenge,Where: Philly's Pizza (Marthasville),38.62792,-91.06215
1129,"Address: 207 Depot St, Marthasville, MO 63357",Philly’s 50 Inferno Wing Team Challenge,Where: Philly's Pizza (Marthasville),38.62792,-91.06215
1130,"Address: 1008 SE Blue Pkwy, Lee's Summit, MO 64063",Habanero’s 747 Jumbo Jet Burrito Challenge,Where: Habanero's Mexican Restaurant,38.9038,-94.3573
1131,"Address: 364 Galley Rd, Camdenton, MO 65020",Larry’s BIG Larry Burger Challenge,Where: Larry's On The Lake,38.076679999999996,-92.76503000000001
1132,"Address: 2450 Grand Ave, Ste #143, Kansas City, MO 64108",Z-Teca’s Mexicutioner Burrito Challenge,Where: Z-Teca Mexican Grill,39.083009999999994,-94.58295
1133,"Address: 817 Westport Rd, Kansas City, MO 64111",Westport Flea Market’s Super Flea Burger Challenge,Where: Westport Flea Market Bar & Grill,39.05086,-94.59618
1134,"Address: 7210 NE 43rd St, Kansas City, MO 64117",All Star Rock Bar’s 5lb Burger Challenge,Where: The All Star Rock Bar,39.17096,-94.49455
