Restaurant address,Challenge name,Location name,Latitude,Longitude
"Address: 305 N Beacon Blvd, Grand Haven, MI 49417",Arturo’s Super Burrito Challenge,Where: Arturo's Tacos,,
"Address: 251 S Bridge St, Dimondale, MI 48821",Village Ice Cream’s Mighty Fitz Sundae Challenge,Where: Village Ice Cream & Café,,
"Address: 1200 Packard St, Ann Arbor, MI 48104",The Toarminas 24″ Pizza Challenge,Where: Toarmina's Pizza (Ann Arbor),,
"Address: 4127 15 Mile Rd, Sterling Heights, MI 48310",Pancho Villa’s Super Burrito Challenge,Where: Pancho Villa's Mexican Restaurant,,
"Address: 4171 S Canton Center Rd, Canton, MI 48188",Famous Hamburger’s Wall Of Fame Burger Challenge (Canton),Where: Famous Hamburger Café & Grill (Canton),,
"Address: 22207 Michigan Ave, Dearborn, MI 48124",Famous Hamburger’s Wall Of Fame Burger Challenge (Dearborn),Where: Famous Hamburger Café & Grill (West Dearborn),,
"Address: 6008 Beard Rd, Clyde, MI 48049",The Dorsey Double XL Pizza Challenge,Where: The Dorsey House Restaurant & Lounge,,
"Address: 1252 E Caro Rd, Caro, MI 48723",Murdog’s Top Dog Burger Challenge,Where: Murdogs Diner,,
"Address: 915 E Emmett St, Battle Creek, MI 49014",McGonigle’s 3lb Burger Challenge,Where: McGonigle's Pub & Grill (Battle Creek),,
"Address: 401 E Liberty St, Ann Arbor, MI 48104",Tios’ 5lb Mount Nacheesmo Challenge,Where: Tios Mexican Restaurant,,
"Address: 1071 32nd St, Allegan, MI 49010",The Grill House’s Lumberjack 42oz Steak Challenge,Where: The Grill House Restaurant,,
"Address: 105 County Saint Aid Hwy 16, Beardsley, MN 56211",The Big G Pub & Grub Double Cheeseburger Challenge,Where: Big G's Pub & Grub,,
"Address: 1428 Nicollet Ave, Minneapolis, MN 55403",The Nicollet Diner’s Barbarian Breakfast Food Challenge,Where: The Nicollet Diner,,
"Address: 6325 Minnetonka Blvd, St Louis Park, MN 55416",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (St Louis Park),Where: Parkway Pizza (St Louis Park),,
"Address: 2851 Johnson St NE, Minneapolis, MN 55418",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (Northeast),Where: Parkway Pizza (Northeast),,
"Address: 4359 Minnehaha Ave, Minneapolis, MN 55406",Parkway Pizza’s 16-Inch Carnivore Pizza Challenge (Longfellow),Where: Parkway Pizza (Longfellow),,
"Address: 454 Snelling Ave S, St Paul, MN 55105",Nelson’s “Lumberjack” Ice Cream Sundae Challenge (St Paul),Where: Nelson's Ice Cream (St Paul),,
"Address: 920 Olive St W, Stillwater, MN 55082",Nelson’s “Lumberjack” Ice Cream Sundae Challenge (Stillwater),Where: Nelson's Ice Cream (Stillwater),,
"Address: 728 Broadway St NE, Minneapolis, MN 55413",Uncle Franky’s AYCE 8 Hot Dog Challenge,Where: Uncle Franky's ,,
"Address: 119 3rd St NW, Bemidji, MN 56601",Hard Times Bar’s Cuban Sandwich Challenge,Where: Hard Times Bar,,
"Address: 209 Broadway Ave, Elizabeth, MN 56533",Silver Dollar Saloon’s 74oz Sirloin Steak Challenge,Where: Silver Dollar Saloon,,
"Address: 125 S 3rd St, St Peter, MN 56082",Patrick’s “Chuck Norris” Tuesday Trivia Night Burger Challenge,Where: Patrick's on 3rd,,
"Address: 20751 Holyoke Ave, Lakeville, MN 55044",B-52’s Mother Of All Burgers Challenge (Lakeville),Where: B-52 Burgers & Brew (Lakeville),,
"Address: 492 Hamline Ave S, St Paul, MN 55116",The Nook’s Hot Damn Wing Challenge,Where: The Nook,,
"Address: 12110 State Highway 210
Brainerd, Minnesota",Hassies Saloon & Eatery Burger Challenge,Where: Hassies Saloon & Eatery,,
"Address: 6405 Bemidji Ave NW
Bemidji, Minnesota",C.K. Dudley’s Burning Wings of Fire,Where: C.K. Dudley's,,
"Address: 120 Bunyan Trails Rd
Nevis, Minnesota",Iron Horse Bar & Grill Burning Wings of Fire,Where: Iron Horse Bar & Grill,,
"Address: 120 Bunyan Trails Rd
Nevis, Minnesota",Iron Horse Bar & Grill 218 Burger,Where: Iron Horse Bar & Grill,,
"Address: 212 Division St S, Northfield, MN 55057",Tavern Restaurant’s “Showdown” Burger Challenge,Where: Tavern Restaurant & Lounge,,
"Address: 1918 2nd Ave, Anoka, MN 55303",Two Scoops’ Tornado Ice Cream Sundae Challenge,Where: Two Scoops Ice Cream Shoppe,,
"Address: 35 Coon Rapids Blvd NW, Coon Rapids, MN 55448",The Well Sports Tavern & Grill Food Challenge,Where: The Well Sports Tavern & Grill,,
"Address: 14808 Oakhill Rd, Scandia, MN 55073",Meisters’ Two Pounder Burger Challenge,Where: Meister's Bar & Grill,,
"Address: 2010 County Rd 75 E, St Joseph, MN 56374",American Burger Bar’s “Jesse James” Burger Challenge (St Joseph),Where: American Burger Bar (St Joseph),,
"Address: 354 N Wabasha St, St Paul, MN 55102",American Burger Bar’s “Jesse James” Burger Challenge (St Paul),Where: American Burger Bar (St Paul),,
"Address: 394 University Ave W, St Paul, MN 55103",The “Holy Crepe” SOTA Challenge,Where: Sota Hot & Cold,,
"Address: 21 Center Ave N, Madelia, MN 56062",Fox’s Pizza Den’s “Mega Fox” Pizza Challenge (Madelia),Where: Fox's Pizza Den (Madelia),,
"Address: 3191 County Rd 77, Tower, MN 55790",The Vermillion Club’s 24″ Bamboozeler Pizza Challenge,Where: The Vermillion Club (Poor Gary's Pizza),,
"Address: 9087 Myrtle Lake Rd, Orr, MN 55771",The Myrtle Lake Monster Burger Challenge,Where: Myrtle Lake Resort,,
"Address: 119 S Olive St, Waconia, MN 55387",Hoppers’ Belt Buster Burger Challenge,Where: Hoppers Bar & Grill,,
"Address: 209 County Rd 81, Osseo, MN 55369",Lynde’s Pancake Stack Challenge,Where: Lynde's Restaurant,,
"Address: 400 Minnesota Ave W, Walker, MN 56484",Benson’s Emporium’s Leech Burger Challenge,Where: Benson's Emporium,,
"Address: 9571 MN-9, Barnesville, MN 56514",Mainline Bar’s Iron Horse Burger Challenge,Where: The Mainline Bar & Grill,,
"Address: 19034 US-169, Milaca, MN 56353",Rough Cut Grill’s Full Cord Burger Challenge,Where: Rough Cut Grill & Bar,,
"Address: 504 19th Ave N, Princeton, MN 55371",Merlin’s Restaurant’s Big Stack Pancake Challenge,Where: Merlin's Family Restaurant,,
"Address: 905 Hwy 25 S, Buffalo, MN 55313",Bunkers of Course’s Volcano Burger Challenge,Where: Bunkers of Course,,
"Address: 100 E Burlingame St, Ghent, MN 56239",KB’s Bar & Grill’s Burger Challenge,Where: KB's Bar & Grill,,
"Address: 1633 MN-61, Two Harbors, MN 55616",Betty’s Pies’ “Pig Trough” Dessert Challenge,Where: Betty's Pies,,
"Address: 11740 County Hwy 5, Lake Park, MN 56554",The Tri Lakes Roadhouse 24oz Burger Challenge,Where: Tri Lakes Roadhouse Bar & Grill,,
"Address: 2400 Cliff Rd E, Burnsville, MN 55337",Racks Sports Bar & Grill’s 3lb Steak Challenge,Where: Racks Sports Bar & Grill,,
"Address: 5655 Manitou Rd, Tonka Bay, MN 55331",Joey Nova’s New York Team Pizza Challenge,Where: Joey Nova's Restaurant,,
"Address: 5655 Manitou Rd, Tonka Bay, MN 55331",Joey Nova’s New York Solo Pizza Challenge,Where: Joey Nova's Restaurant,,
"Address: 6563 Laketowne Place, Albertville, MN 55301",Andy’s 30″ Monstrosity Team Pizza Challenge,Where: Andy's Hometowne Pizza,,
"Address: 814 W Main St, Marshall, MN 56258",Toni’s Depot’s Colossus Burger Challenge,Where: Toni's Depot Restaurant,,
"Address: 2937 Lyndale Ave S, Minneapolis, MN 55408",The Lyndale Taphouse’s Pit Beast Burger Challenge,Where: The Lyndale Taphouse,,
"Address: 131 Main St S, Stillwater, MN 55082",Leo’s Double Jumbo Burger Challenge,Where: Leo's Grill & Malt Shop,,
"Address: 2202 Mountain Shadow Dr, Duluth, MN 55811",Bridgeman’s La La Palooza Challenge,Where: Bridgeman's Restaurant & Ice Cream,,
"Address: 1220 N Union Ave, Fergus Falls, MN 56537",Dairyland’s Deckert Burger Challenge,Where: Dairyland Drive-In,,
"Address: 107 Main St, Chokio, MN 56221",Spaulding’s Spike Burger Challenge,Where: Spaulding's Sports Bar & Grill,,
"Address: 1220 Rice St, St Paul, MN 55117
",Tin Cups’ Lucifer Burger Challenge,Where: Tin Cup's Bar & Grill,,
"Address: 492 Hamline Ave S, St Paul, MN 55116",The Double Nookie Supreme Burger Challenge,Where: Casper & Runyon's Nook,,
"Address: 704 University Ave W, St Paul, MN 55104",Saigon Restaurant’s Pho Challenge,Where: Saigon Restaurant,,
"Address: 14533 Dodd Blvd, Rosemount, MN 55068",Tops Tavern’s 45″ Philly Cheesesteak Sandwich Challenge,Where: Tops Tavern,,
"Address: 2300 University Ave NE, Minneapolis, MN 55418",Gasthof Zur Gemutlichkeit’s Meterbratwurst Challenge,Where: Gasthof Zur Gemutlichkeit,,
"Address: 1619 County Rd 42 W, Burnsville, MN 55306",The Meat Your Maker Burger Challenge (Burnsville),Where: Burger Jones (Burnsville),,
"Address: 3200 W Lake St, Minneapolis, MN 55416",The Meat Your Maker Burger Challenge (Uptown),Where: Burger Jones (Uptown),,
"Address: 20790 Keokuk Ave S, Lakeville, MN 55044",Harry’s B-1 Bomber Burger Challenge,Where: Harry's Café,,
"Address: 20790 Keokuk Ave S, Lakeville, MN 55044",Harry’s B-52 Burger Challenge,Where: Harry's Café,,
"Address: 5639 Bishop Ave, Inver Grove Heights, MN 55076",B-52’s Mother Of All Burgers Challenge (Inver Grove Heights),Where: B-52 Burgers & Brew (Inver Grove Heights),,
"Address: 2828 Piedmont Ave, Duluth, MN 55811",Big Daddy’s Belly Buster Burger Challenge,Where: Big Daddy's Burgers,,
"Address: 4800 Central Ave NE, Columbia Heights, MN 55421",The Ultimate Mega Flameburger Challenge,Where: Flameburger Diner,,
"Address: 21614 County Rd 8, Cold Spring, MN 56320",Eddie’s 8.5lb “Wilber’s Revenge” Sandwich Challenge,Where: Eddie's On Grand Bar & Grill,,
"Address: 2290 Hwy 51 S, Hernando, MS 38632",Velvet Cream – The Dip’s Gallon of Ice Cream Challenge,Where: Velvet Cream - The Dip,,
"Address: 2353 Hwy 51 S, Hernando, MS 38632",Uncle Bubba’s Big 7lb BBQ Smokehouse Challenge,Where: Uncle Bubba's Barbecue & Smokehouse,,
"Address: 2906 N State St, Jackson, MS 39216",Rooster’s “Stupid” Burger Challenge,Where: Rooster's (Fondren Corner),,
"Address: Southaven, Mississippi (and surrounding tri-state area)",Betcha Come Back’s “Smoky Joe” BBQ Nachos Challenge,Where: Betcha Come Back Catering and BBQ,,
"Address: 1321 Hwy 8, Cleveland, MS 38732",Uncle Jo’s 3lb Burger Challenge,Where: Uncle Jo's Restaurant,,
"Address: 5960 Getwell Rd, Southaven, MS 38672",10th Inning Bar and Grill’s “Show-Stopper” Burger Challenge,Where: 10th Inning Bar & Grill,,
"Address: 708 Washington Ave, Ocean Springs, MS 39564",Shrimp Factory’s 36-inch Shrimp Po’Boy Sandwich Challenge,Where: The Shrimp Factory,,
"Address: 264 Dogwood Blvd, Flowood, MS 39232",Simple Burger’s “Not So Simple” Burger Challenge,Where: Simple Burger,,
"Address: 777 Isle of Capri Pkwy, Lula, MS 38644, USA",Otis & Henry’s “Dinner Warriors” Steak Challenge,Where: Otis & Henry's Bar and Grill,,
"Address: 2290 Hwy 51 S, Hernando, MS 38632",Velvet Cream’s “Big Dipper” Milkshake Challenge,Where: Velvet Cream - The Dip,,
"Address: 2379 MS-178 West, Holly Springs, MS 38635",Marshall Steakhouse’s 72oz Steak Challenge,Where: Marshall Steakhouse,,
"Address: 1530 W Government St, Brandon, MS 39042",Taste of Detroit Double Triple Burger Challenge,Where: Taste of Detroit,,
"Address: 1625 Culkin Rd, Vicksburg, MS 39183",T’Beaux’s Blues Le Roux’s Swamp Monster Burger Challenge,Where: T'Beaux's Blues Le Roux,,
"Address: 6717 Airways Blvd, Southaven, MS 38671",Maria’s Cantina’s “Double Dog Dare You Burger” Challenge,Where: Maria's Cantina,,
"Address: 6717 Airways Blvd, Southaven, MS 38671",Maria’s Cantina’s Ocho-Cinco 5lb Burrito Challenge,Where: Maria's Cantina,,
"Address: 1060 E County Line Rd, Ste #22, Ridgeland, MS 39157",Burgers & Blues’ Whammy Burger Challenge,Where: Burgers & Blues,,
"Address: 650 Park Plaza Dr, New Albany, MS 38652",El Agave’s Big Daddy Burrito Challenge,Where: El Agave Mexican Grill,,
"Address: 101 N Douglas Conner Dr, Starkville, MS 39759",The Mugshots Burger Challenge (Starkville),Where: Mugshots Grill & Bar (Starkville),,
"Address: 5005 Hwy 493, Meridian, MS 39305",The Mugshots Burger Challenge (Meridian),Where: Mugshots Grill & Bar (Meridian),,
"Address: 204 N 40th Ave, Hattiesburg, MS 39401",The Mugshots Burger Challenge (Hattiesburg),Where: Mugshots Grill & Bar (Hattiesburg),,
"Address: 4245 Lakeland Dr, Flowood, MS 39232",The Mugshots Burger Challenge (Flowood),Where: Mugshots Grill & Bar (Flowood),,
"Address: 130 Main St, Biloxi, MS 39530",The Mugshots Burger Challenge (Biloxi),Where: Mugshots Grill & Bar (Biloxi),,
"Address: 2202 S Rangeline Rd B, Joplin, MO 64804",MacCheesy’s 8lb Deluxe Macaroni and Cheese Challenge,Where: MacCheesy Deluxe Mac & Cheese,,
"Address: 1454 E Sunshine St, Ste #112, Springfield, MO 65804",The Big Slice’s 21-inch NY Style “Beast Mode” Pizza Challenge,Where: The Big Slice NY Style Pizzaria,,
"Address: RR 1 Box 503A, Marble Hill, MO 63764",Highway 51’s “Big Daddy Express” Triple Burger Challenge,Where: Highway 51 Express,,
"Address: 1321 Preacher Roe Blvd, West Plains, MO 65775",The Ranch House’s Nachos Challenge,Where: The Ranch House Bar & Grill,,
"Address: 1321 Preacher Roe Blvd, West Plains, MO 65775",The Ranch House’s Famous “Big D” Burger Challenge,Where: The Ranch House Bar & Grill,,
"Address: 429 Illinois Ave, St Joseph, MO 64504",Hoof and Horn Steak House’s 80oz Prime Rib Challenge,Where: Hoof and Horn Steak House,,
"Address: 4251 Keaton Crossing Blvd, O'Fallon, MO 63368",Brewskeez’ Champion Chicken Wing King Challenge,Where: Brewskeez Smokehouse & Music,,
"Address: 119 S Main St, Palmyra, MO 63461",Rebel Pig’s Ultimate BBQ Horseshoe Explosion Challenge,Where: The Rebel Pig Smokehouse & Grill,,
"Address: 950 S Hwy Dr, Fenton, MO 63026",Hotshots’ “Grand Slam” Eating Challenge (Fenton),Where: Hotshots Sports Bar & Grill (Fenton),,
"Address: 1117 S Maguire St, Warrensburg, MO 64093",Tony’s Market & Italian Deli’s Super Sandwich Challenge,Where: Tony’s Market & Italian Deli,,
"Address: 433 E Russell Ave, Warrensburg, MO 64093",Raging Bull Steakhouse’s “Big Ron” Burger Challenge,Where: Raging Bull Steakhouse,,
"Address: 102 Crown Hill Rd, Excelsior Springs, MO 64024",Garage Burgers and Bar’s Challenger Burger,Where: Garage Burgers and Bar,,
"Address: 1129 Imperial Main, Imperial, MO 63052",Ruma’s Deli’s Prosperity Food Challenge,Where: Ruma's Deli,,
"Address: 1129 Imperial Main, Imperial, MO 63052",Ruma’s Deli’s Gerber Food Challenge,Where: Ruma's Deli,,
"Address: 307 S Jefferson Ave, Springfield, MO 65806",Vito’s Kitchen’s 26″ “Big Vito” Team Pizza Challenge,Where: Vito's Kitchen,,
"Address: 5123 Lake Avenue St, Joseph, MO 64504",Simple Simon’s 29″ Beast Team Pizza Challenge (St Joseph),Where: Simple Simons Pizza (St Joseph),,
"Address: 1710 E 32nd St, Joplin, MO 64804",Simple Simon’s 29″ Beast Team Pizza Challenge (Joplin),Where: Simple Simons Pizza (Joplin),,
"Address: 107 W Parksquare, Mansfield, MO 65704",Sweet Nellie’s “Opera” Ice Cream Sundae Challenge,Where: Sweet Nellie's Ice Cream Parlor,,
"Address: 5815 US-61, Ste B, Jackson, MO 63755",TJ’s 27″ “MegaBeast” Team Pizza Challenge,"Where: TJ’s Burgers, Wings, & Pizza",,
"Address: 3929 E 7th St, Joplin, MO 64801",Gusano’s 30″ “Big G” Team Pizza Challenge (Joplin),Where: Gusano's Pizzeria (Joplin),,
"Address: 123 South 3rd Street, Louisiana, MO 63353",Fat Boys’ “Farm House” Burger Challenge,Where: Fat Boys Restaurant,,
"Address: 1221 W 7th St, Joplin, MO 64801",El Taco Loco’s “Burrito Loco” Challenge,Where: El Taco Loco LLC,,
"Address: 558 E Harrison St, Republic, MO 65738",Beefcakes’ “Take the Bull by the Horns” Burger Challenge,Where: Beefcakes (Republic),,
"Address: 605 S 2nd St, De Soto, MO 63020",Dog House’s “Big Gibby” Donut Burger Challenge,Where: Dog House,,
"Address: 211 E Bourke St, Macon, MO 63552",The Smoke House’s Peacemaker Sandwich Challenge,Where: The Smoke House,,
"Address: 1901 S Main St, Joplin, MO 64804",Norma’s Diner’s 15-Egg Omelette Challenge,Where: Norma's Diner,,
"Address: 1931 W Main St, Jefferson City, MO 65109",West Main Pizza’s 26″ Pizza Challenge,Where: West Main Pizza,,
"Address: 12912 7th St, Grandview, MO 64030",The Corner Mexican Food’s Family Burrito Challenge,Where: The Corner Mexican Food,,
"Address: 4881 Mexico Rd, St Peters, MO 63376",Mascots’ 5lb Hot Dogs Challenge,Where: Mascots Bar & Grill,,
"Address: 17352 Manchester Rd, Wildwood, MO 63038",Big Chief Roadhouse’s Big Horn Barbecue Challenge,Where: Big Chief Roadhouse,,
"Address: 208 W McDaniel St, Springfield, MO 65806",Slider’s Hamburgers’ 24 Slider Challenge,Where: Slider's Hamburgers,,
"Address: 221 Evergreen Pkwy, Lebanon, MO 65536",T’s Redneck Pork Chop Challenge,Where: T's Redneck Steakhouse,,
"Address: 919 Jefferson St, Washington, MO 63090",The Big Boys’ Poorboy Sandwich Challenge,Where: Big Boys Grilled Subs & Wings,,
"Address: 2146 Stony Hill Rd, Owensville, MO 65066",Purdy’s Stony Hill Hall’s Purdy Monster Burger Challenge,Where: Purdy's Stony Hill Hall,,
"Address: 810 N Hwy 71, Anderson, MO 64831",The Sooper Dooper Cooper Breakfast Challenge,Where: Cooper's Café,,
"Address: 810 N Hwy 71, Anderson, MO 64831",Cooper’s Flamin Ring Of Fire Burger Challenge,Where: Cooper's Café,,
"Address: 1027 Geyer Ave, St Louis, MO 63104",The Great Grizzly Bear’s Pic-A-Nick Basket Challenge,Where: Great Grizzly Bear Restaurant,,
"Address: 1027 Geyer Ave, St Louis, MO 63104",The Great Grizzly Bear’s Grizzly Paw Burger Challenge,Where: Great Grizzly Bear Restaurant,,
"Address: 101 N Lincoln Dr, Troy, MO 63379",Chihuahua’s Party Platter Challenge,Where: Chihuahua's Mexican Restaurant,,
"Address: 2132 Edwards St, St. Louis, MO 63110",Mama’s On The Hill’s Hill Of Spaghetti Challenge,Where: Mama's On The Hill,,
"Address: 1401 St Louis Ave, St. Louis, MO 63106",The Crown Candy Milkshake Challenge,Where: Crown Candy Kitchen,,
"Address: 2767 W Republic Rd, Springfield, MO 65807",Dublin’s Pass Dublin Dare 2.0 Burger Challenge (Southside),Where: Dublin's Pass (Southside Springfield),,
"Address: 317 Park Central E, Springfield, MO 65806",Dublin’s Pass Dublin Dare 2.0 Burger Challenge (Downtown),Where: Dublin's Pass (Downtown Springfield),,
"Address: 1644 US Hwy 60 E, Republic, MO 65738",Bair’s Ultimate Mac Daddy Burger Challenge (Republic),Where: Bair's Sports Grill (Republic),,
"Address: 3821 S Campbell Ave, Springfield, MO 65807",Bair’s Ultimate Mac Daddy Burger Challenge (South),Where: Bair's Sports Grill (South),,
"Address: 631 S Kimbrough Ave, Springfield, MO 65806",Bair’s Ultimate Mac Daddy Burger Challenge (Downtown),Where: Bair's Sports Grill (Downtown),,
"Address: 705 SE Melody Ln, Lee's Summit, MO 64063",Fiesta Azteca’s 6lb El Azteca Burrito Challenge,Where: Fiesta Azteca Mexican Restaurant,,
"Address: 207 Depot St, Marthasville, MO 63357",The 30″ Big Philly Pizza Challenge,Where: Philly's Pizza (Marthasville),,
"Address: 207 Depot St, Marthasville, MO 63357",Philly’s 50 Inferno Wing Team Challenge,Where: Philly's Pizza (Marthasville),,
"Address: 1008 SE Blue Pkwy, Lee's Summit, MO 64063",Habanero’s 747 Jumbo Jet Burrito Challenge,Where: Habanero's Mexican Restaurant,,
"Address: 364 Galley Rd, Camdenton, MO 65020",Larry’s BIG Larry Burger Challenge,Where: Larry's On The Lake,,
"Address: 2450 Grand Ave, Ste #143, Kansas City, MO 64108",Z-Teca’s Mexicutioner Burrito Challenge,Where: Z-Teca Mexican Grill,,
"Address: 817 Westport Rd, Kansas City, MO 64111",Westport Flea Market’s Super Flea Burger Challenge,Where: Westport Flea Market Bar & Grill,,
"Address: 7210 NE 43rd St, Kansas City, MO 64117",All Star Rock Bar’s 5lb Burger Challenge,Where: The All Star Rock Bar,,
"Address: 2601 Holmes St, Kansas City, MO 64108",Succotash Restaurant’s Sumo Breakfast Challenge,Where: Succotash Breakfast & Brunch Restaurant,,
"Address: 3916 Indiana Ave, Kansas City, MO 64130",Scoop-N-Scoot’s Big Monster Sandwich Challenge,Where: Scoop-N-Scoot Deli,,
"Address: 7539 Wornall Rd, Kansas City, MO 64114",The Bubba Lew’s Boot Challenge,Where: Lew's Grill & Bar,,
"Address: 321 E Gregory Blvd, Kansas City, MO 64114",Governor Stumpy’s Reubenator Sandwich Challenge,Where: Governor Stumpy's Grill House,,
"Address: 1700 W 39th St, Kansas City, MO 64111",Fric N Frac’s Taco Record Challenge,Where: Fric N Frac Restaurant,,
"Address: 339 Kentling Ave, Highlandville, MO 65669",The Double E Burger Challenge,Where: Double E Burger & Ice Cream Shoppe,,
"Address: 8416 N Lindbergh Blvd, Florissant, MO 63031",Pearl Cafe’s Spice Challenge,Where: Pearl Café,,
"Address: 1740 Thunderbird Ave, Florissant, MO 63033",Gettemeier’s Quadruple Bypass Burger Challenge,Where: Gettemeier's Bar & Grill,,
"Address: 1060 St Catherine St, Florissant, MO 63031",De.lish’s Inferno Sandwich Challenge,Where: De.lish Cheesecake Bakery & Café,,
"Address: 1627 W Columbia St, Farmington, MO 63640",Spoke’s Three Pound Crown Burger Challenge,Where: Spoke's Pub & Grill,,
"Address: 90 Truman St, Doolittle, MO 65550",Cookin’ From Scratch’s King Of The Road Burger Challenge,Where: Cookin' From Scratch,,
"Address: 607 Locust St, Chillicothe, MO 64601",The Essential Kneads’ Flamer Burger Challenge,Where: Essential Kneads Dayspa & Café,,
"Address: 306 Lewis St, Canton, MO 63435",The Buckin’ Bull’s Three Pound Burger Challenge,Where: Buckin' Bull Saloon,,
"Address: 13396 Z Hwy, Bogard, MO 64622",Pin Oak Hill’s Mothercluckin’ Hot Wing Challenge,Where: Pin Oak Hill,,
"Address: 5922 Hwy 19, Cuba, MO 65453",Dottie’s Big Mother Trucker Burger Challenge,Where: Dottie's Family Restaurant,,
"Address: 1023 S Big Bend Blvd, St Louis, MO 63117",Pointer’s Pizza’s 28″ Pointersaurus Pizza Challenge,Where: Pointer's Pizza Delivery,,
"Address: 24 5th St S, Great Falls, MT 59401",Burger Bunker’s “The General” Burger Challenge,Where: The Burger Bunker,,
"Address:  616 S Main St, Conrad, MT 59425",KEG Family Restaurant’s “Mega Kegger” Burger Challenge,Where: KEG Family Restaurant & Sports Bar,,
"Address: 220 N 2nd St, Hamilton, MT 59840",Nap’s Grill’s Bitterroot Beast Burger Challenge,Where: Nap's Grill,,
"Address: 2525 1st Ave N, Billings, MT 59101",Stella’s “Monster Cakes” Pancake Challenge,Where: Stella's Kitchen & Bakery,,
"Address: 2376 Main St, Ste #818, Billings, MT 59105",Bull Mountain Grille’s 78oz Steak Challenge,Where: Bull Mountain Grille,,
"Address: 2101 W Pasewalk Ave, Norfolk, NE 68701",Big Red Restaurant’s “Big Red” Burger Challenge (Norfolk),Where: Big Red Restaurant & Sports Bar (Norfolk),,
"Address: 2323 Laverna St, Fremont, NE 68025",Big Red Restaurant’s “Big Red” Burger Challenge (Fremont),Where: Big Red Restaurant & Sports Bar (Fremont),,
"Address: 8933 Andermatt Dr, Lincoln, NE 68526",Big Red Restaurant’s “Big Red” Burger Challenge (Lincoln East),Where: Big Red Restaurant & Sports Bar (Lincoln East),,
"Address: 955 W O St, Lincoln, NE 68528",Big Red Restaurant’s “Big Red” Burger Challenge (Lincoln West),Where: Big Red Restaurant & Sports Bar (Lincoln West),,
"Address: 8100 Cass St, Omaha, NE 68114",Big Red Restaurant’s “Big Red” Burger Challenge (Omaha),Where: Big Red Restaurant & Sports Bar (Omaha),,
"Address: 404 West A St, McCook, NE 69001",Loop Brewing Co’s Dalton 28″ Pizza Challenge,Where: Loop Brewing Company,,
"Address: 7614 Main St, Ralston, NE 68127",Ralston Cafe & Ice Cream Shoppe’s Griffinator Challenge,Where: Ralston Cafe & Ice Cream Shoppe,,
"Address: 1259 S 120th St, Omaha, NE 68144",Bailey’s Breakfast & Lunch’s Porkasaurus Challenge,Where: Bailey’s Breakfast & Lunch,,
"Address: 123 Maple St, Friend, NE 68359",Tipsy Cow’s Death Wing challenge,Where: The Tipsy Cow,,
"Address: 5001 Underwood Ave, Omaha, NE 68132",eCreamery’s Dundee Dozen Ice Cream Challenge,Where: eCreamery,,
"Address: 7474 Towne Center Pkwy, Ste #101, Papillion, NE 68046",Nebraska Brewing Company’s Death Pizza Challenge,Where: Nebraska Brewing Company,,
"Address: 106 Galvin Rd S, Bellevue, NE 68005",Stella’s Stellanator Burger Challenge,Where: Stella's Bar & Grill,,
"Address: 7812 F St, Omaha, NE 68127",Starsky’s Pig Wing Challenge,Where: Starsky's Bar & Grill (F Street),,
"Address: 1111 Harney St, Omaha, NE 68102",Old Chicago’s Volcanic Pizza Challenge,Where: Old Chicago Italian Restaurant (Old Market),,
"Address: 711 N 132nd St, Omaha, NE 68154",Frank’s 30″ Big Joe Pizza Challenge,Where: Frank's Pizzeria,,
"Address: 5560 S 48th St, Lincoln, NE 68516",Cappy’s Big Momma Burger Challenge,Where: Cappy's Hotspot Bar & Grill,,
"Address: 4005 Twin Creek Dr #101, Bellevue, NE 68123",Sinful Burger’s Goliath Burger Challenge,Where: Sinful Burger Sports Grill,,
"Address: 109 Circle Rd, Ste #200, Big Springs, NE 69122",Grandma Max’s Big Max Burger Challenge (Big Springs),Where: Grandma Max's Restaurant (Big Springs),,
"Address: 3850 S Las Vegas Blvd, Las Vegas, NV 89109",Dick’s Last Resort’s 48oz T-Bone Steak Challenge (Las Vegas),Where: Dick's Last Resort (Las Vegas),,
"Address: 3889 Spring Mountain Rd, Las Vegas, NV 89102",Ramen Shibire’s “Black Hole” Spicy Ramen Challenge,Where: Ramen Shibire,,
"Address: 953 E Sahara Ave, Ste #E-27, Las Vegas, NV 89104",Pico De Gallo’s Super Torta Cubana Sandwich Challenge,Where: Pico De Gallo Mexican Restaurant,,
"Address: 1300 W Sunset Rd, Ste #2837, Henderson, NV 89014, USA",Cereal Killerz Kitchen’s Monster Cereal Bowl Challenge,Where: The Cereal Killerz Kitchen,,
"Address: 1590 E Flamingo Rd, Las Vegas, NV 89119",Bar Code Burger Bar’s BFB Big Freakin’ Burger Challenge,Where: Bar Code Burger Bar,,
"Address: Reno, NV 89502",Wildwest’s 6-Patty “Chipper” Burger Challenge,Where: Wildwest Burgers ,,
"Address: 7745 S Rainbow Blvd, Las Vegas, NV 89139",Omoide’s King Tonkatsu Challenge,Where: Omoide Noodles and Bowls,,
"Address: 2160 W Charleston Blvd, Las Vegas, NV 89102",Omelet House’s 3lb Monster Burger Challenge (Rancho),Where: Omelet House (Rancho),,
